id,superficie_interior_m2,superficie_exterior_m2,numero_habitacions,numero_banos,ano_construccion,lonxitude,latitude,temperatura_media_mes_construccion,tipo_edificacion,calidade_materiais,cor_favorita_propietario,distancia_centro_km,distancia_escola_km,indice_criminalidade,acceso_transporte_publico,orientacion,eficiencia_enerxetica,numero_arboles_xardin,prezo_euros,ln_precio,total_area,ratio_exterior_interior,log_int_area,log_ext_area,area_per_room
3820,70.13,134.85,2,1,1960,-8.38,43.67,9.15,Chalet adosado,Baixa,Amarelo,52.15,12.9,0.09,Regular,Sur,F,1,59742,10.997807308118881,204.98,1.922857550263796,4.264509188745424,4.911551335872357,35.065
11843,87.11,0.0,1,3,1999,-8.79,43.56,24.11,Apartamento,Media,Branco,9.94,20.59,0.33,Regular,Este,G,0,89269,11.399420764173408,87.11,0.0,4.4785860338786385,0.0,87.11
23039,30.0,9.24,6,2,1981,-7.37,42.13,14.9,Apartamento,Media,Negro,20.85,0.1,0.12,Bo,Oeste,D,0,83174,11.328702100886677,39.24,0.308,3.4339872044851463,2.3263016196113617,5.0
25752,242.67,25.97,6,2,1986,-7.33,43.16,8.6,Chalet adosado,Baixa,Verde,,0.21,0.11,Bo,Oeste,B,17,225552,12.326310443568303,268.64,0.10701776074504471,5.495814850878661,3.2947251371516386,40.445
15702,33.85,0.0,3,2,1985,-8.52,42.72,24.77,Apartamento,Alta,Verde,5.09,0.05,0.26,Bo,Sur,C,0,73703,11.207812350788767,33.85,0.0,3.551053137206533,0.0,11.283333333333333
5194,129.85,40.55,2,3,1993,-8.03,42.89,11.83,Apartamento,Media,Verde,18.76,0.05,0.39,Regular,Norte,G,0,157315,11.966011800338952,170.39999999999998,0.3122834039276088,4.874051628976154,3.7268975213014572,64.925
26990,124.75,0.0,3,3,1944,-8.18,41.84,22.88,Chalet adosado,Media,Azul,11.2,12.1,0.27,Bo,Oeste,C,0,111862,11.625030187254284,124.75,0.0,4.8342958089798485,0.0,41.583333333333336
1019,58.25,,4,2,1979,-7.7,42.87,14.05,Apartamento,Alta,Vermello,0.1,0.05,0.06,Regular,Sur,B,0,67782,11.124066705025466,,,4.081765780015241,,14.5625
22279,170.88,162.62,5,3,1971,-6.82,43.44,7.21,Chalet adosado,Alta,Negro,46.91,12.39,0.42,Bo,Sur,C,14,280048,12.542719866840672,333.5,0.9516619850187267,5.146796558906795,5.097546666085552,34.176
19294,123.85,0.0,2,2,1949,-8.89,42.74,24.35,Apartamento,Media,Azul,11.61,16.62,0.39,Regular,Norte,C,0,158368,11.972683032138628,123.85,0.0,4.827113016725782,0.0,61.925
23446,271.25,918.93,6,1,2009,-7.49,43.19,16.83,Casa,Baixa,Azul,58.62,25.66,0.72,Bo,Norte,D,0,353311,12.775106798238863,1190.1799999999998,3.3877603686635944,5.60672076181307,6.824297580191805,45.208333333333336
2401,,192.42,5,1,2021,-7.4,42.2,28.54,Casa,Alta,Branco,10.74,,0.59,Bo,Este,D,15,181675,12.109980159804351,,,,5.264863990288817,
6946,157.59,941.15,3,1,1995,-8.05,42.93,10.66,Casa,Media,Vermello,0.1,0.68,0.49,Regular,Sur,B,5,354809,12.779337713913272,1098.74,5.9721429024684305,5.066322255510509,6.848164497568499,52.53
4647,76.95,0.0,4,3,1943,-6.71,43.33,29.18,Apartamento,Alta,Verde,19.97,8.26,0.04,Bo,Norte,F,0,80418,11.295005745656221,76.95,0.0,4.356067595503785,0.0,19.2375
21071,30.0,7.13,3,3,1992,-7.39,43.21,29.16,Apartamento,Media,Vermello,0.18,0.55,0.4,Bo,Este,D,0,55227,10.919225350036044,37.13,0.23766666666666666,3.4339872044851463,2.0955609235597192,10.0
21872,175.43,,6,1,2019,-7.05,42.62,8.39,Casa,Media,Vermello,44.62,9.85,0.37,Regular,Sur,E,3,244634,12.407522582759128,,,5.172924197139975,,29.238333333333333
29214,143.98,112.27,1,2,2000,-8.83,43.64,7.02,Chalet adosado,Alta,Verde,24.76,16.95,0.67,Bo,Norte,D,14,165018,12.013815897768442,256.25,0.7797610779274899,4.976595801872731,4.729774349212622,143.98
950,79.87,24.84,6,1,1986,-7.64,42.71,28.15,Apartamento,Media,Azul,8.25,4.58,0.51,Bo,Este,C,0,108142,11.591209704367364,104.71000000000001,0.31100538374859144,4.392842927107731,3.2519236789144013,13.311666666666667
24012,221.82,106.41,2,2,1950,-6.78,42.37,23.89,Chalet adosado,Baixa,Branco,,11.16,0.52,Regular,Este,G,15,180768,12.104975252062246,328.23,0.47971328103868,5.406364270631171,4.676653287609955,110.91
27508,115.51,33.1,2,2,1986,-9.15,42.5,13.69,Apartamento,Media,Branco,14.47,4.75,0.38,Bo,Oeste,C,0,139334,11.84463638448973,148.61,0.28655527659942864,4.757977106231849,3.529297384289471,57.755
5675,129.66,8.02,5,3,2017,-7.53,41.98,16.78,Apartamento,Media,Vermello,,9.01,0.12,Bo,Oeste,F,0,142634,11.868044198641654,137.68,0.06185407990128027,4.872598529412604,2.199444334074532,25.932
10260,113.26,950.75,4,1,1968,-7.04,41.96,18.53,Casa,Baixa,Vermello,22.4,17.52,0.55,Bo,Norte,D,17,175778,12.076982803173111,1064.01,8.394402260286068,4.738476553296317,6.858302395262607,28.315
15004,153.07,0.0,1,3,1959,-8.01,43.33,10.95,Apartamento,Baixa,Azul,,5.3,0.33,Regular,Sur,A,0,85447,11.355663282769532,153.07,0.0,5.037407044593683,0.0,153.07
23095,184.19,0.0,4,1,1987,-8.26,43.69,15.51,Apartamento,Alta,Azul,20.21,5.94,0.11,Bo,Sur,C,0,199725,12.204701706222174,184.19,0.0,5.221382325073915,0.0,46.0475
11420,30.0,0.0,5,2,1958,-8.53,43.23,10.8,Apartamento,Alta,Vermello,9.73,4.79,0.03,Bo,Sur,C,0,82023,11.314767166349927,30.0,0.0,3.4339872044851463,0.0,6.0
19689,171.92,189.28,6,3,1990,-7.77,41.84,5.41,Chalet adosado,Baixa,Vermello,62.82,,0.63,Bo,Este,F,18,215952,12.282816070397006,361.2,1.1009771986970684,5.152829059799431,5.248496671564081,28.653333333333332
19021,61.83,14.18,3,3,1987,-7.12,42.47,9.71,Apartamento,Alta,Azul,0.48,3.18,0.27,Bo,Este,D,0,50000,10.819798284210286,76.00999999999999,0.22933850881449136,4.140432666414855,2.719978771967484,20.61
12240,61.07,0.48,6,2,1947,-9.03,43.56,21.82,Apartamento,Alta,Vermello,11.56,1.09,0.21,Regular,Este,E,0,93931,11.450326395213706,61.55,0.007859832978549206,4.128262780425561,0.3920420877760237,10.178333333333333
28412,87.63,26.13,5,3,1942,-7.23,41.99,14.44,Apartamento,Alta,Negro,,14.77,0.2,Bo,Norte,A,0,94362,11.454904326148904,113.75999999999999,0.29818555289284493,4.484470400750307,3.3006401266708405,17.526
16706,101.09,1996.75,6,2,1957,-9.09,42.49,17.95,Casa,Media,Negro,47.47,4.36,0.41,Regular,Sur,B,0,460943,13.041031839545864,2097.84,19.75220100900188,4.625854777180924,7.599776826254572,16.848333333333333
16559,98.03,1019.2,6,2,2019,-7.14,42.9,25.04,Casa,Alta,Azul,7.13,26.31,0.49,Bo,Norte,F,19,298190,12.605489499770798,1117.23,10.396817300826278,4.5954228345332115,6.927753965488826,16.338333333333335
8218,47.12,0.0,1,3,2016,-7.7,41.83,21.24,Apartamento,Media,Negro,2.25,5.01,-0.09,Bo,Este,C,0,67398,11.11838545999508,47.12,0.0,3.873697891106478,0.0,47.12
27979,197.06,,2,2,1980,-6.82,43.21,25.27,Casa,Media,Negro,0.1,18.68,0.57,Bo,Sur,F,15,286383,12.565088846586281,,,5.288570015093157,,98.53
24825,30.0,0.0,6,2,1997,-7.98,43.43,11.76,Apartamento,Media,Azul,12.15,8.13,0.14,Regular,Norte,D,0,50000,10.819798284210286,30.0,0.0,3.4339872044851463,0.0,5.0
12823,101.75,72.55,1,2,2010,-7.68,42.88,18.41,Chalet adosado,Media,Branco,39.6,17.09,0.63,Bo,Sur,B,9,91163,11.420415361291221,174.3,0.713022113022113,4.632298853376344,4.297965447047447,101.75
7255,186.16,205.74,2,2,1973,-8.32,42.06,16.97,Casa,Baixa,Azul,56.14,0.05,0.22,Bo,Norte,B,13,242098,12.397102012393043,391.9,1.1051783412118608,5.231963865998016,5.331461965140338,93.08
19746,107.49,0.0,6,1,1987,-8.02,43.63,27.54,Apartamento,Alta,Branco,12.13,15.96,0.19,Regular,Este,G,0,170151,12.044447434194382,107.49,0.0,4.686658002834359,0.0,17.915
26770,79.88,85.83,6,3,1975,-7.7,42.58,26.47,Chalet adosado,Media,Vermello,5.63,,0.37,Regular,Norte,B,6,130228,11.777049718210007,165.70999999999998,1.0744867300951428,4.392966574712216,4.463952184072554,13.313333333333333
4360,82.76,0.0,2,2,1954,-8.61,42.08,20.34,Apartamento,Media,Verde,6.33,16.83,0.26,Regular,Este,C,0,76269,11.242034955158283,82.76,0.0,4.427955566562281,0.0,41.38
26253,100.52,0.0,2,2,1997,-8.12,42.11,25.21,Apartamento,Baixa,Vermello,1.14,0.05,,Bo,Norte,D,0,93843,11.449389108164857,100.52,0.0,4.620255823406132,0.0,50.26
11731,81.21,0.0,1,3,1980,-6.98,41.83,10.6,Apartamento,Alta,Verde,8.5,25.25,0.13,Bo,Oeste,G,0,73338,11.202847806408279,81.21,0.0,4.409276949164042,0.0,81.21
27474,241.06,2439.19,1,1,2023,-7.7,42.13,5.69,Casa,Alta,Verde,67.06,9.43,0.4,Bo,Este,A,4,611485,13.323647339325612,2680.25,10.118601178129927,5.489185629310458,7.7998311841080845,241.06
24404,116.77,3.64,2,2,1988,-8.17,42.02,11.36,Chalet adosado,Alta,Branco,21.41,24.63,0.59,Bo,Norte,E,0,153305,11.940191203037246,120.41,0.03117239016870772,4.768733569853457,1.534714366238164,58.385
19551,256.74,973.68,2,2,2024,-7.58,42.18,10.12,Casa,Alta,Verde,48.82,5.5,0.56,Regular,Norte,E,15,438523,12.99116982133768,1230.42,3.792474877307782,5.551951324860245,6.882109211998551,128.37
21415,141.41,192.43,3,2,1966,-7.84,42.9,7.51,Casa,Baixa,Branco,38.34,16.04,0.43,Malo,Este,G,7,98479,11.497608760858336,333.84000000000003,1.3607948518492328,4.958710221231336,5.264915689914006,47.13666666666666
29531,61.87,22.18,5,2,1997,-7.46,43.1,20.53,Apartamento,Media,Negro,5.17,0.05,,Bo,Oeste,E,0,81578,11.30932715489007,84.05,0.35849361564570875,4.14106910239497,3.1432898379116057,12.373999999999999
14498,122.12,40.07,2,2,2005,-8.64,42.61,19.14,Apartamento,Media,Vermello,11.86,9.07,0.53,Bo,Sur,A,0,120673,11.70084797377383,162.19,0.32811988208319687,4.813159489530624,3.7152779279684673,61.06
15438,150.53,91.58,6,1,1993,-8.89,42.24,21.11,Chalet adosado,Alta,Vermello,46.06,6.79,0.4,Bo,Este,D,0,273548,12.519236043846467,242.11,0.608383710888195,5.020783625148071,4.528073135603124,25.088333333333335
11884,252.01,2928.64,4,3,1972,-6.91,42.55,14.13,Casa,Alta,Amarelo,0.34,3.36,0.4,Bo,Norte,F,9,579955,13.270707517575964,3180.6499999999996,11.621126145787866,5.5334290136381,7.98263482756816,63.0025
20804,112.25,12.04,3,1,1973,-7.47,42.07,17.45,Apartamento,Alta,Amarelo,12.75,10.45,0.21,Bo,Este,C,0,148920,11.911171242978881,124.28999999999999,0.10726057906458797,4.7295977643631435,2.5680215564985067,37.416666666666664
22481,57.52,,2,3,1966,-7.65,43.75,24.43,Apartamento,Alta,Vermello,13.57,,0.39,Bo,Sur,A,0,50000,10.819798284210286,,,4.069368576151923,,28.76
28083,232.02,2844.23,1,3,2017,-7.05,42.8,11.26,Casa,Baixa,Negro,5.03,0.05,0.29,Bo,Sur,C,4,418320,12.944004359373594,3076.25,12.258555296957159,5.451124286791795,7.953399186878002,232.02
6394,229.16,57.36,3,1,2016,-8.62,42.09,8.32,Chalet adosado,Media,Amarelo,,12.46,0.37,Bo,Oeste,B,2,335350,12.722933023482584,286.52,0.2503054634316635,5.438774719243292,4.066630723654585,76.38666666666667
5121,159.01,1868.19,3,2,2023,-7.44,42.92,17.65,Casa,Baixa,Branco,30.37,16.05,0.17,Bo,Este,F,18,323770,12.687791754757114,2027.2,11.748883718005159,5.075236313280783,7.533260460929658,53.00333333333333
20112,127.95,8.31,1,2,1952,-8.87,42.36,24.16,Apartamento,Baixa,Negro,9.6,0.18,0.29,Bo,Norte,C,0,95396,11.465802410401045,136.26,0.06494724501758499,4.859424732327354,2.231089091288976,127.95
5240,305.83,107.54,2,3,2010,-6.84,42.78,16.9,Chalet adosado,Baixa,Azul,22.3,13.79,0.49,Bo,Norte,D,5,206580,12.238447866288572,413.37,0.3516332603080143,5.726293848284959,4.6871187686352584,152.915
2505,149.2,134.1,5,2,1941,-7.44,42.53,19.31,Chalet adosado,Baixa,Amarelo,66.02,3.8,0.25,Bo,Norte,C,15,135675,11.818024969459078,283.29999999999995,0.8987935656836461,5.011967739330034,4.906015244966153,29.839999999999996
10372,95.06,1748.95,2,1,1964,-8.87,42.99,13.17,Casa,Alta,Branco,17.68,23.54,0.49,Regular,Este,D,9,380882,12.850247520333916,1844.01,18.39837997054492,4.564972996236678,7.467342495080818,47.53
11365,95.28,,4,2,1950,-6.91,43.16,11.65,Apartamento,Alta,Verde,4.25,6.76,0.08,Malo,Norte,C,0,112008,11.626334504191627,,,4.567260612914871,,23.82
7392,122.73,,3,1,1981,-8.06,43.32,11.92,Apartamento,Alta,Vermello,3.52,7.9,0.54,Bo,Norte,D,0,178842,12.094263604977966,,,4.8181017722258845,,40.910000000000004
24385,159.49,147.28,3,3,1963,-6.85,43.72,8.88,Chalet adosado,Baixa,Azul,47.43,0.05,-0.13,Bo,Sur,B,9,237626,12.378457496378141,306.77,0.923443476080005,5.078231635333065,4.999102378282531,53.163333333333334
8955,300.86,114.86,2,2,1977,-6.83,42.33,8.33,Chalet adosado,Alta,Branco,87.56,13.58,,Bo,Sur,C,1,250528,12.43132996126948,415.72,0.38177225287509137,5.709963333731282,4.752382565668478,150.43
16495,52.13,0.0,3,1,1976,-8.83,42.72,29.03,Apartamento,Media,Vermello,18.02,0.05,0.34,Regular,Oeste,D,0,50000,10.819798284210286,52.13,0.0,3.972741740462852,0.0,17.37666666666667
1418,258.17,1741.35,6,3,2012,-6.82,43.38,13.17,Casa,Alta,Negro,69.92,0.05,0.36,Regular,Norte,G,11,517022,13.155842639928496,1999.52,6.744974241778672,5.557484217038903,7.462990055715533,43.028333333333336
15187,299.94,88.95,5,3,2018,-7.27,42.0,23.56,Chalet adosado,Alta,Amarelo,68.18,5.75,0.39,Bo,Este,C,5,354088,12.777303572946481,388.89,0.2965593118623725,5.706910909330732,4.499253960396542,59.988
10947,123.34,0.0,1,3,2009,-7.34,43.43,14.83,Apartamento,Alta,Verde,1.62,3.21,0.21,Bo,Este,F,0,108665,11.59603423669259,123.34,0.0,4.823019748841191,0.0,123.34
11392,67.76,52.19,4,3,2023,-8.73,43.21,24.6,Apartamento,Media,Amarelo,19.0,4.51,0.18,Bo,Norte,B,0,149970,11.918197221053761,119.95,0.7702184179456906,4.230622180514649,3.9738704087542263,16.94
18434,206.7,1242.4,5,2,1954,-8.98,42.86,25.3,Casa,Media,Branco,67.92,2.78,0.33,Bo,Oeste,C,0,403749,12.908551153519003,1449.1000000000001,6.0106434446057095,5.336094730882067,7.125604841835237,41.339999999999996
4078,48.03,36.35,1,3,1999,-7.64,43.13,13.39,Apartamento,Baixa,Amarelo,17.95,22.13,0.21,Malo,Norte,B,0,74686,11.22106132652489,84.38,0.7568186550072872,3.892432355663142,3.6203329115788265,48.03
19651,139.12,7.9,5,2,2019,-8.76,42.67,13.01,Apartamento,Media,Amarelo,30.05,2.35,0.09,Regular,Sur,C,0,164406,12.01010033977318,147.02,0.05678550891316849,4.942499198329286,2.186051276738094,27.824
6561,255.15,2498.33,1,1,2010,-7.97,41.86,5.39,Casa,Media,Verde,54.15,0.05,0.54,Regular,Este,C,12,475724,13.072595235170208,2753.48,9.791612776797962,5.5457632103852115,7.823777974937874,255.15
12522,108.28,1.56,5,2,1962,-8.02,43.08,27.67,Apartamento,Alta,Branco,8.57,3.35,0.05,Regular,Oeste,B,0,67821,11.124641905070824,109.84,0.014407092722571112,4.69391339582248,0.9400072584914712,21.656
23757,55.23,0.0,2,2,1964,-7.02,43.13,26.26,Apartamento,Media,Amarelo,0.8,23.01,0.35,Regular,Norte,C,0,111227,11.619337427663833,55.23,0.0,4.0294504223041105,0.0,27.615
8438,94.64,143.47,6,1,1986,-8.97,43.58,13.49,Chalet adosado,Media,Amarelo,39.56,20.92,0.15,Malo,Norte,B,15,221455,12.307979203136483,238.11,1.5159551986475064,4.560591142590124,4.97307187354129,15.773333333333333
14611,178.52,1947.92,4,3,2006,-7.7,43.69,8.31,Casa,Media,Amarelo,5.37,0.05,0.51,Regular,Sur,E,2,589045,13.286259558056184,2126.44,10.911494510419,5.190286622334332,7.575030651974512,44.63
18141,77.52,,6,1,1968,-7.5,42.21,18.27,Casa,Media,Vermello,26.17,8.16,0.36,Regular,Sur,A,14,158763,11.975174101842898,,,4.3633533694082605,,12.92
24226,134.9,130.72,3,3,1958,-8.53,43.73,7.36,Chalet adosado,Media,Azul,15.38,4.73,0.07,Regular,Oeste,C,1,242578,12.399082709502986,265.62,0.9690140845070422,4.911919321157098,4.880678457508163,44.96666666666667
16480,185.81,148.4,6,1,2002,-9.29,43.0,12.18,Casa,Alta,Negro,43.92,18.03,,Regular,Este,F,14,187852,12.143415021063573,334.21000000000004,0.7986653032667779,5.23009205755247,5.006627272698717,30.968333333333334
2612,222.92,1071.83,3,3,1982,-6.97,43.04,28.74,Casa,Media,Branco,50.94,5.59,0.5,Regular,Norte,C,6,365898,12.810112618016408,1294.75,4.808137448411986,5.411288845207198,6.978055295782294,74.30666666666666
4156,33.41,0.0,4,3,1941,-9.23,42.32,9.83,Apartamento,Media,Negro,8.81,6.73,0.04,Bo,Oeste,A,0,50000,10.819798284210286,33.41,0.0,3.538347219809389,0.0,8.3525
12673,351.71,356.23,3,2,2009,-7.65,42.14,9.93,Casa,Media,Amarelo,24.75,10.53,0.61,Bo,Oeste,B,7,318798,12.672316089130417,707.94,1.0128514969719373,5.86564618954776,5.878379832037821,117.23666666666666
10650,182.93,2153.2,4,3,1955,-6.8,43.42,14.15,Casa,Baixa,Vermello,33.26,6.05,0.48,Bo,Este,B,15,429207,12.969696928893955,2336.1299999999997,11.77062264254086,5.214555250442706,7.67517470391667,45.7325
5704,248.22,136.98,5,1,2008,-6.93,42.97,16.42,Chalet adosado,Media,Verde,52.17,10.52,0.27,Bo,Sur,D,15,370617,12.822927161540587,385.2,0.551849166062364,5.518336040514722,4.927108747117963,49.644
27431,142.83,1829.86,1,1,2002,-7.77,42.0,17.35,Casa,Baixa,Negro,31.6,0.05,0.14,Bo,Norte,F,8,285180,12.560879345387225,1972.6899999999998,12.811454176293495,4.968632046615798,7.512541080800923,142.83
29383,192.38,182.66,4,3,2006,-7.94,43.77,26.79,Chalet adosado,Media,Azul,23.62,5.41,0.49,Bo,Oeste,D,5,315607,12.662256216175047,375.03999999999996,0.9494749974009772,5.264657165055402,5.213086222185376,48.095
8852,76.22,0.0,2,1,2024,-7.43,42.06,6.67,Apartamento,Media,Amarelo,6.33,7.68,0.19,Malo,Sur,D,0,59600,10.995427631436174,76.22,0.0,4.346658490836091,0.0,38.11
18657,133.7,0.0,6,1,1975,-8.61,43.57,14.06,Apartamento,Baixa,Negro,9.88,9.18,0.13,Bo,Norte,E,0,161595,11.992854672287537,133.7,0.0,4.903050083416319,0.0,22.28333333333333
4792,220.35,2747.03,6,3,1943,-8.12,43.27,14.55,Casa,Baixa,Azul,38.01,9.87,0.52,Bo,Sur,B,16,518651,13.158988417017582,2967.38,12.466666666666669,5.39974515917815,7.918639570313218,36.725
26859,101.06,0.0,4,3,2022,-8.68,43.36,19.55,Apartamento,Baixa,Branco,0.81,6.86,0.05,Regular,Este,D,0,100648,11.51939449559881,101.06,0.0,4.625560875635825,0.0,25.265
320,255.97,459.57,4,3,1947,-8.52,43.74,10.64,Apartamento,Media,Amarelo,6.78,20.61,0.47,Bo,Este,G,0,80237,11.292752497100851,715.54,1.795405711606829,5.5489593465640565,6.132464852829423,63.9925
9433,151.57,23.82,4,2,1977,-8.05,43.76,29.23,Apartamento,Media,Amarelo,8.8,10.78,0.45,Bo,Sur,C,0,158499,11.973509872299472,175.39,0.15715510985023423,5.027623507125111,3.211649779776461,37.8925
28135,,1995.08,2,3,1992,-7.09,43.08,11.5,Casa,Baixa,Negro,42.51,0.05,0.54,Regular,Oeste,D,6,252855,12.440575435710473,,,,7.598940536228541,
10568,133.56,4.51,1,2,1961,-8.51,43.69,13.92,Apartamento,Alta,Negro,0.1,6.03,0.39,Bo,Norte,B,0,173106,12.061665179399235,138.07,0.033767595088349804,4.902010196224638,1.706564623164823,133.56
15390,158.65,94.05,5,3,1953,-7.81,43.65,29.42,Chalet adosado,Baixa,Azul,35.43,6.73,0.47,Bo,Oeste,B,0,226766,12.331678337603694,252.7,0.592814371257485,5.072983919160791,4.554403068934438,31.73
14103,239.29,71.72,1,1,1978,-7.92,42.04,28.07,Chalet adosado,Media,Amarelo,72.6,4.92,0.49,Bo,Norte,C,12,276795,12.531036051754185,311.01,0.29972000501483553,5.481846527228154,4.286616449869223,239.29
5914,58.15,14.61,3,3,2005,-8.4,42.48,6.36,Apartamento,Media,Verde,6.54,16.15,,Bo,Este,A,0,128402,11.762929034451034,72.75999999999999,0.25124677558039554,4.080076590424396,2.7479117345273405,19.383333333333333
25517,90.92,0.0,5,2,1942,-8.83,43.14,16.82,Apartamento,Alta,Branco,7.8,12.02,0.43,Bo,Este,B,0,107505,11.585301938945802,90.92,0.0,4.5209186335405,0.0,18.184
26938,259.99,2578.44,5,3,2005,-8.21,43.65,8.34,Casa,Media,Vermello,32.31,1.62,0.6,Bo,Este,F,2,700486,13.45953108641426,2838.4300000000003,9.917458363783222,5.564482092412441,7.855327600092411,51.998000000000005
18822,130.76,0.0,1,3,1943,-7.17,42.51,11.39,Apartamento,Media,Negro,22.59,22.62,-0.03,Bo,Este,C,0,106406,11.575026643199333,130.76,0.0,4.880982085869385,0.0,130.76
7233,91.71,73.68,3,1,1942,-8.5,43.38,6.33,Casa,Baixa,Azul,69.05,19.31,0.59,Bo,Norte,A,11,86541,11.368385124212082,165.39,0.8034020281321559,4.529476341618891,4.313212318673522,30.569999999999997
16715,109.31,122.23,6,3,1962,-8.78,43.54,25.1,Casa,Media,Verde,74.38,17.38,0.44,Bo,Oeste,E,2,197270,12.19233369691957,231.54000000000002,1.1181959564541213,4.7032945839812905,4.8140525279500315,18.218333333333334
9979,188.15,68.37,5,1,2008,-9.02,43.3,12.61,Chalet adosado,Alta,Amarelo,52.95,16.89,0.27,Bo,Sur,G,11,285684,12.562645084215422,256.52,0.36338028169014086,5.242540351079038,4.23945449739721,37.63
9005,240.27,1775.3,6,1,2002,-9.19,42.35,17.83,Casa,Media,Negro,53.67,7.76,0.13,Bo,Oeste,E,19,633997,13.359801078840254,2015.57,7.388770965996587,5.485916638337356,7.48228782820584,40.045
10171,119.33,19.91,5,3,1988,-8.33,43.54,22.6,Apartamento,Alta,Amarelo,14.25,8.26,0.29,Bo,Oeste,B,0,186386,12.135580436312237,139.24,0.16684823598424536,4.7902379684500715,3.0402275134405423,23.866
5791,235.81,7.36,4,3,1967,-7.81,43.66,20.48,Chalet adosado,Alta,Verde,77.2,11.16,0.62,Bo,Norte,E,14,380180,12.848402734089685,243.17000000000002,0.031211568635766084,5.46725813184793,2.1234584270966104,58.9525
16998,210.99,846.62,6,2,1998,-7.79,42.95,13.58,Casa,Media,Vermello,27.24,3.34,0.47,Bo,Oeste,C,0,369045,12.818676576499708,1057.6100000000001,4.0126072325702635,5.356539103748161,6.742432422151628,35.165
29767,,44.93,1,2,1970,-7.09,43.16,10.04,Apartamento,Media,Azul,28.29,18.0,0.15,Regular,Norte,E,0,60450,11.009588398503299,,,,3.8271184983377022,
21565,233.46,61.62,2,1,2012,-6.86,42.11,9.77,Chalet adosado,Media,Amarelo,,14.14,0.55,Regular,Oeste,A,19,229026,12.341595179516386,295.08,0.26394243125160627,5.457284997643682,4.1370847158982595,116.73
5807,135.27,174.55,3,2,1977,-7.32,42.01,28.19,Chalet adosado,Alta,Amarelo,45.18,,0.31,Regular,Este,C,6,213198,12.269981280831306,309.82000000000005,1.2903821985658313,4.914638211761729,5.167923902614441,45.09
6159,106.17,,4,2,1956,-8.53,42.27,26.82,Apartamento,Alta,Branco,5.87,0.05,0.45,Malo,Norte,A,0,137890,11.834218796967008,,,4.674416358724906,,26.5425
1861,30.0,,4,1,2018,-9.05,42.12,7.12,Apartamento,Baixa,Branco,0.1,11.91,0.5,Bo,Este,D,0,50000,10.819798284210286,,,3.4339872044851463,,7.5
15977,,51.41,3,1,2000,-8.34,42.63,19.19,Apartamento,Media,Verde,1.99,8.19,0.09,Bo,Este,F,0,84503,11.344554149502999,,,,3.959097412814075,
8599,119.08,0.0,1,2,1956,-7.07,43.43,26.99,Apartamento,Media,Branco,0.1,7.75,0.11,Bo,Oeste,F,0,134387,11.808486417370695,119.08,0.0,4.788158187325206,0.0,119.08
5431,56.23,26.39,4,1,1955,-8.91,42.11,16.46,Apartamento,Media,Verde,1.32,8.69,0.32,Regular,Sur,B,0,103880,11.551001292222457,82.62,0.4693224257513783,4.047078236421011,3.3101779832749867,14.0575
10303,94.16,46.33,2,1,1953,-8.7,43.55,17.4,Apartamento,Media,Vermello,23.69,6.57,0.03,Bo,Sur,C,0,77719,11.260867903491377,140.49,0.49203483432455397,4.555559685434757,3.8571443439181565,47.08
20358,216.95,891.83,6,2,2021,-7.03,42.62,28.42,Casa,Alta,Branco,28.95,20.1,0.31,Bo,Oeste,G,13,357724,12.787519813774935,1108.78,4.110762848582623,5.384265678684401,6.7943961932130446,36.15833333333333
20035,129.66,15.83,4,2,2017,-7.37,42.42,20.14,Apartamento,Alta,Negro,12.57,1.12,0.41,Bo,Norte,D,0,139293,11.844342086334866,145.49,0.12208853925651705,4.872598529412604,2.8231630082027146,32.415
23042,123.6,19.77,4,3,1951,-9.21,43.54,27.86,Apartamento,Media,Vermello,21.96,11.88,0.12,Bo,Este,B,0,170896,12.048816314824387,143.37,0.1599514563106796,4.825108606353353,3.033509637888021,30.9
24698,60.47,14.14,6,3,2010,-9.13,43.49,14.1,Apartamento,Media,Verde,13.93,8.11,0.49,Bo,Norte,F,0,114973,11.652461294827356,74.61,0.23383495948404168,4.118549250918918,2.717340248009303,10.078333333333333
3465,50.12,0.84,1,3,2003,-8.26,43.2,24.22,Apartamento,Media,Verde,12.49,12.2,0.39,Bo,Oeste,D,0,50000,10.819798284210286,50.96,0.01675977653631285,3.9341758100692794,0.6097655716208943,50.12
21321,62.78,182.78,5,2,2001,-7.51,43.77,26.39,Chalet adosado,Alta,Azul,24.19,9.64,0.86,Regular,Norte,B,7,152916,11.937650569516943,245.56,2.911436763300414,4.155439661581911,5.213739390072739,12.556000000000001
24643,124.03,0.0,2,2,2007,-7.56,42.78,9.14,Apartamento,Alta,Branco,13.47,11.64,0.08,Regular,Norte,E,0,61985,11.0346638320775,124.03,0.0,4.828553708506909,0.0,62.015
12530,132.81,1.28,6,1,1959,-8.57,42.22,7.59,Apartamento,Media,Negro,14.23,20.15,-0.09,Regular,Oeste,F,0,122096,11.712571089772378,134.09,0.009637828476771328,4.896420883316898,0.8241754429663495,22.135
7875,,,3,1,1940,-7.07,43.36,6.0,Apartamento,Media,Azul,0.1,7.19,0.11,Regular,Este,E,0,72890,11.19672045358521,,,,,
