id,superficie_interior_m2,superficie_exterior_m2,numero_habitacions,numero_banos,ano_construccion,lonxitude,latitude,temperatura_media_mes_construccion,tipo_edificacion,calidade_materiais,cor_favorita_propietario,distancia_centro_km,distancia_escola_km,indice_criminalidade,acceso_transporte_publico,orientacion,eficiencia_enerxetica,numero_arboles_xardin,prezo_euros
22027,173.38,106.45,6,1,1967,-8.01,41.80,16.23,Chalet adosado,Baixa,Verde,27.38,12.69,0.79,Regular,Norte,E,2,135662
18106,,0.00,6,3,2011,-8.67,42.86,5.44,Apartamento,Alta,Branco,14.90,9.54,0.15,Bo,Oeste,D,0,180484
29028,165.18,1465.13,1,3,2023,-9.16,43.25,24.66,Casa,Alta,Amarelo,19.50,1.51,0.27,Bo,Este,F,15,479597
4061,158.33,0.00,6,2,1956,-6.78,42.03,18.66,Apartamento,Media,Branco,2.39,12.81,0.15,Malo,Oeste,C,0,148938
10684,54.65,0.00,5,2,1985,-9.20,43.02,5.58,Apartamento,Baixa,Vermello,12.40,8.08,0.02,Regular,Norte,A,0,60013
1825,110.73,736.51,6,2,1962,-6.81,43.29,12.62,Casa,Alta,Verde,73.05,15.62,0.32,Bo,Norte,G,19,175294
29206,80.40,31.09,3,1,1980,-6.81,42.51,25.85,Apartamento,Alta,Verde,22.18,0.05,0.38,Regular,Oeste,C,0,87050
10973,30.00,22.76,3,1,2002,-7.47,42.82,5.75,Apartamento,Alta,Vermello,0.39,3.49,0.26,Regular,Sur,F,0,50000
26925,189.38,,2,3,1978,-7.74,41.89,14.44,Casa,Baixa,Azul,,0.05,0.56,Bo,Sur,E,11,173489
26646,243.08,570.79,1,2,1975,-8.99,43.12,16.57,Casa,Media,Negro,,,0.46,Bo,Norte,B,0,431212
3759,310.79,1735.53,6,2,2017,-9.29,41.94,6.61,Casa,Baixa,Azul,75.97,13.02,0.77,Regular,Este,A,17,454180
3233,117.87,28.01,3,2,2000,-6.96,41.98,14.61,Apartamento,Media,Verde,3.98,2.89,0.42,Malo,Este,G,0,112528
18303,271.78,2304.05,6,3,1947,-8.74,43.09,20.98,Casa,Media,Branco,76.64,0.05,-0.01,Bo,Sur,F,8,645835
7247,261.70,78.97,4,2,1983,-8.22,42.52,25.67,Chalet adosado,Alta,Verde,40.27,4.15,0.65,Bo,Sur,C,0,372661
17954,95.53,126.16,4,3,2024,-9.25,41.87,12.17,Chalet adosado,Baixa,Verde,40.79,9.24,0.49,Bo,Norte,G,6,121667
1832,178.40,154.87,1,3,2015,-7.62,42.80,22.96,Chalet adosado,Alta,Amarelo,22.27,12.59,0.15,Bo,Este,D,5,204615
8540,255.65,2813.72,1,2,1943,-8.40,43.66,14.99,Casa,Baixa,Azul,10.98,,0.48,Regular,Oeste,A,1,529471
1243,89.81,0.00,2,3,2004,-7.23,42.77,6.36,Apartamento,Media,Branco,17.90,11.41,0.54,Bo,Sur,D,0,119472
19254,107.20,,6,1,1986,-7.27,43.19,16.82,Apartamento,Media,Negro,,14.28,,Bo,Sur,C,0,167910
20746,37.73,35.98,2,3,1965,-6.80,42.83,12.45,Apartamento,Media,Vermello,0.10,0.05,0.27,Regular,Este,C,0,50000
23327,292.12,113.64,4,1,1964,-6.82,42.00,17.76,Chalet adosado,Alta,Verde,1.64,,0.14,Bo,Este,C,0,323320
4657,123.58,,6,1,2011,-7.01,42.12,9.92,Apartamento,Media,Verde,21.89,1.30,0.13,Bo,Sur,F,0,126853
20998,122.14,0.00,5,3,1968,-8.65,42.35,9.64,Apartamento,Media,Vermello,1.94,0.05,0.28,Regular,Este,B,0,103114
8999,,0.00,5,1,1989,-8.95,41.97,27.71,Apartamento,Baixa,Vermello,8.59,18.72,0.27,Regular,Este,B,0,87140
11915,76.97,0.00,4,2,1991,-7.23,43.45,11.57,Apartamento,Baixa,Negro,22.54,2.92,0.09,Regular,Este,D,0,81565
26077,228.18,2142.05,3,2,2005,-7.98,42.24,28.14,Casa,Media,Verde,43.19,0.05,0.52,Regular,Norte,E,17,506148
8344,48.12,32.04,2,1,2023,-9.08,43.71,20.71,Apartamento,Alta,Vermello,7.59,20.12,0.24,Bo,Sur,G,0,71108
27344,127.24,458.64,1,1,1969,-8.39,42.78,25.41,Apartamento,Baixa,Verde,77.76,7.90,0.35,Regular,Oeste,A,4,160273
8894,111.04,114.58,1,1,1953,-7.53,42.44,12.65,Chalet adosado,Media,Azul,21.25,15.06,0.31,Bo,Este,B,2,138062
7491,61.38,7.77,4,1,2020,-7.59,42.72,22.40,Apartamento,Media,Verde,6.46,18.69,0.41,Bo,Este,C,0,58626
26739,67.00,0.00,5,3,2003,-7.53,43.63,12.63,Apartamento,Media,Vermello,4.96,12.71,0.20,Bo,Este,E,0,95926
18162,175.65,302.93,4,1,2017,-8.07,42.70,16.91,Casa,Alta,Azul,50.83,6.72,0.48,Bo,Este,D,7,327094
11860,237.41,2152.79,1,2,2010,-7.68,43.21,25.42,Casa,Alta,Negro,16.26,18.46,0.54,Regular,Oeste,B,0,603290
27716,164.07,0.00,1,3,1948,-9.14,43.77,24.37,Apartamento,Media,Vermello,16.79,21.45,0.10,Regular,Norte,F,0,150694
14773,61.48,56.49,6,2,1992,-9.21,42.90,5.69,Apartamento,Baixa,Negro,16.31,9.45,0.31,Regular,Este,G,0,78517
17607,140.40,51.00,1,3,1946,-8.44,43.44,12.92,Apartamento,Baixa,Negro,19.76,9.97,0.44,Bo,Oeste,D,0,113618
1778,188.09,2568.23,3,1,1940,-8.59,41.96,9.30,Casa,Media,Vermello,36.15,15.33,0.36,Regular,Sur,D,15,574404
23613,62.92,14.51,5,3,2001,-8.08,43.69,17.43,Apartamento,Alta,Vermello,17.51,10.38,-0.01,Regular,Oeste,C,0,174332
15112,122.75,24.44,4,3,1983,-8.13,43.51,29.97,Apartamento,Media,Negro,10.34,14.77,0.21,Malo,Este,D,0,163788
11134,276.72,62.62,3,1,1981,-6.98,43.57,19.53,Chalet adosado,Media,Vermello,29.61,12.31,0.32,Bo,Este,E,4,320753
13073,118.52,3.42,6,1,2014,-8.04,42.47,26.71,Apartamento,Alta,Negro,8.08,,0.50,Regular,Norte,A,0,165153
22449,162.90,2768.74,2,1,1956,-7.88,42.54,14.70,Casa,Media,Vermello,26.40,14.68,0.57,Bo,Norte,E,1,466685
25941,34.91,7.41,2,3,1958,-7.64,42.25,11.28,Apartamento,Alta,Negro,0.10,8.41,0.37,Regular,Oeste,D,0,94000
13864,200.65,2349.43,3,3,2002,-7.99,42.32,15.98,Casa,Media,Negro,72.21,3.03,0.36,Malo,Oeste,F,12,451920
14491,,20.12,6,1,2022,-8.93,43.27,21.56,Apartamento,Media,Branco,18.08,5.15,,Bo,Norte,G,0,112453
19936,312.13,173.17,1,3,1993,-8.01,41.99,21.22,Chalet adosado,Media,Branco,44.36,3.86,0.10,Regular,Norte,E,1,365689
27357,251.71,650.79,6,2,1992,-7.55,43.71,5.06,Casa,Baixa,Negro,22.22,0.05,0.00,Regular,Norte,F,19,256695
17133,43.18,0.00,5,1,2022,-7.98,43.25,8.70,Apartamento,Media,Azul,0.10,0.05,0.12,Regular,Oeste,B,0,53604
7272,51.80,0.00,2,3,1999,-7.80,42.52,11.06,Apartamento,Baixa,Branco,10.60,14.12,0.33,Malo,Este,C,0,50000
17644,293.70,661.68,6,1,1943,-8.28,43.15,11.80,Chalet adosado,Baixa,Branco,27.86,0.84,0.14,Bo,Norte,C,0,308482
18273,125.53,0.00,2,3,1980,-7.10,42.95,27.29,Apartamento,Alta,Verde,13.43,3.95,0.29,Bo,Oeste,E,0,144685
14780,97.97,0.00,6,1,2011,-7.51,42.65,27.30,Apartamento,Baixa,Negro,7.53,4.20,0.26,Bo,Sur,D,0,94304
23284,104.97,3.23,2,3,1996,-9.02,41.81,10.32,Apartamento,Baixa,Negro,2.92,3.87,0.10,Regular,Este,B,0,67042
17096,201.90,1314.21,6,1,2012,-7.48,43.49,18.63,Casa,Media,Vermello,77.43,25.15,0.36,Bo,Este,C,15,499830
12471,123.03,0.24,2,2,2021,-8.73,42.41,27.35,Apartamento,Media,Negro,0.10,13.53,0.16,Regular,Oeste,B,0,50000
16620,272.32,208.99,3,3,1998,-8.92,43.39,27.46,Casa,Media,Negro,67.26,,0.30,Bo,Norte,F,6,380896
21930,281.84,2329.67,2,2,2011,-7.24,43.10,17.68,Casa,Baixa,Branco,74.20,17.90,0.12,Bo,Sur,B,19,564387
23586,155.10,2387.43,3,3,2018,-6.89,43.46,27.88,Casa,Baixa,Vermello,5.10,25.32,0.45,Bo,Este,C,0,417695
13661,162.77,191.30,6,3,1992,-8.44,43.55,9.24,Casa,Alta,Verde,21.81,11.59,0.50,Regular,Oeste,D,8,268122
21734,114.75,0.00,6,2,1950,-9.07,42.34,11.35,Apartamento,Alta,Branco,14.98,4.09,0.11,Bo,Este,C,0,91857
19714,288.22,2679.00,6,2,1961,-8.77,42.53,27.20,Casa,Media,Branco,65.07,0.83,0.36,Malo,Norte,E,15,771349
3294,186.90,1.15,3,2,1943,-9.09,41.87,21.70,Apartamento,Baixa,Amarelo,25.60,23.58,,Bo,Este,C,0,112344
379,250.51,2375.53,2,2,1996,-7.28,43.67,19.77,Casa,Media,Vermello,1.30,8.11,0.65,Bo,Sur,E,0,638358
11485,133.64,,5,2,1948,-8.68,41.89,19.00,Apartamento,Media,Vermello,0.10,14.72,0.33,Regular,Oeste,A,0,141181
14248,145.95,6.12,6,3,2009,-8.37,42.40,5.70,Apartamento,Alta,Vermello,11.55,7.87,0.52,Bo,Oeste,C,0,192294
11883,53.78,39.79,5,2,1948,-7.51,42.89,27.54,Apartamento,Alta,Verde,0.57,1.94,0.40,Regular,Norte,E,0,50000
3846,262.60,26.34,4,3,1955,-7.85,42.98,20.75,Chalet adosado,Alta,Branco,79.41,12.69,0.64,Bo,Este,D,12,307779
15052,82.71,33.18,1,2,1963,-9.09,43.33,14.03,Apartamento,Baixa,Vermello,23.22,21.97,0.31,Regular,Este,B,0,50000
23557,110.97,117.08,4,2,1982,-7.61,43.47,12.39,Chalet adosado,Alta,Azul,72.67,18.00,0.79,Bo,Oeste,F,2,115243
13778,,161.02,1,1,1973,-8.50,42.01,17.62,Chalet adosado,Alta,Negro,70.86,11.78,0.39,Malo,Norte,C,14,334444
29286,298.86,1489.65,3,3,2000,-6.77,42.21,11.09,Casa,Media,Branco,67.86,5.14,0.18,Malo,Norte,E,0,446023
18179,147.85,37.69,3,1,1980,-7.88,41.81,6.28,Apartamento,Media,Azul,2.12,8.98,-0.01,Bo,Oeste,A,0,136446
25081,236.81,1571.70,3,3,1949,-8.50,42.91,13.51,Casa,Media,Azul,46.03,16.66,0.14,Bo,Este,F,1,489345
13040,104.26,488.36,2,3,1987,-8.75,42.06,25.87,Casa,Alta,Vermello,12.42,12.71,0.64,Bo,Sur,A,0,201679
5025,30.00,18.15,6,3,1971,-8.43,42.08,7.96,Apartamento,Media,Negro,0.10,12.35,0.14,Bo,Norte,C,0,61608
14030,207.41,230.47,3,3,1979,-8.12,42.55,26.75,Casa,Media,Azul,24.03,4.81,0.66,Regular,Oeste,D,12,255764
12271,298.23,130.15,3,2,1944,-8.52,43.36,11.93,Chalet adosado,Media,Negro,,6.40,0.25,Bo,Este,D,18,422270
1659,149.36,0.00,5,3,2024,-7.91,43.69,24.43,Apartamento,Baixa,Branco,0.10,16.18,,Bo,Oeste,E,0,123326
213,,1053.67,5,3,1946,-6.79,42.09,8.81,Casa,Media,Azul,18.05,0.05,0.37,Regular,Norte,D,18,311342
24670,71.29,0.00,5,2,1998,-7.52,42.10,5.89,Apartamento,Baixa,Azul,7.73,17.33,0.38,Regular,Oeste,B,0,118209
29139,119.04,57.87,2,2,1952,-7.80,43.54,11.57,Apartamento,Media,Branco,0.10,18.63,0.34,Malo,Sur,E,0,108686
15899,81.86,0.00,4,2,1948,-8.39,43.59,23.22,Apartamento,Media,Verde,11.14,17.54,-0.00,Regular,Sur,F,0,50000
8527,247.79,89.63,6,3,2001,-7.53,42.31,16.05,Chalet adosado,Media,Negro,59.22,0.05,0.06,Regular,Este,D,11,304222
18551,214.29,75.98,4,3,1958,-6.73,42.49,20.11,Chalet adosado,Media,Negro,70.70,29.67,0.42,Malo,Oeste,C,11,206232
19495,30.00,0.00,2,1,1982,-9.01,43.47,15.71,Apartamento,Media,Branco,10.88,11.66,0.25,Bo,Sur,C,0,82848
15763,293.83,871.38,5,2,1950,-8.36,41.85,25.43,Casa,Media,Azul,10.22,12.93,0.69,Regular,Sur,F,11,385567
13902,109.27,348.22,5,3,1951,-7.32,41.90,17.98,Casa,Media,Negro,5.58,26.75,0.24,Bo,Norte,E,11,217895
14196,123.63,0.00,1,3,1987,-8.16,43.67,25.62,Apartamento,Baixa,Amarelo,0.10,17.56,0.10,Bo,Este,D,0,172402
793,99.93,0.51,6,1,1958,-7.27,42.47,28.69,Apartamento,Media,Branco,9.97,24.06,0.39,Regular,Oeste,B,0,180964
16618,,972.55,2,3,2012,-9.20,42.39,8.98,Casa,Baixa,Negro,43.69,4.30,0.16,Malo,Norte,E,14,305008
22847,,2.82,4,2,1968,-6.93,42.60,26.25,Apartamento,Media,Branco,14.74,24.90,0.32,Bo,Norte,F,0,74229
21506,182.88,0.00,2,3,1987,-7.67,42.06,20.91,Apartamento,Baixa,Verde,15.80,22.45,-0.05,Bo,Oeste,D,0,85693
16594,218.30,2087.08,1,3,1982,-8.04,42.89,13.66,Casa,Media,Amarelo,48.87,9.42,0.83,Bo,Sur,E,3,534190
9331,249.50,987.56,1,2,1993,-6.78,42.06,24.24,Casa,Media,Branco,56.00,20.84,0.43,Bo,Norte,B,0,310921
29873,41.34,33.60,1,3,1948,-6.87,42.38,24.85,Apartamento,Alta,Azul,10.66,14.19,0.35,Regular,Este,E,0,50000
29130,107.79,0.00,1,1,1974,-9.19,42.93,12.79,Apartamento,Alta,Verde,9.38,0.05,0.08,Bo,Sur,D,0,163356
4499,120.45,1146.79,3,3,1987,-8.57,43.29,25.77,Casa,Media,Verde,,16.34,0.40,Regular,Norte,A,11,314355
9506,30.00,26.35,5,2,1973,-8.81,43.20,21.55,Apartamento,Media,Branco,16.86,8.06,0.50,Bo,Sur,C,0,60361
2414,171.80,1879.19,2,2,2016,-8.53,42.55,24.13,Casa,Alta,Amarelo,35.34,10.77,0.55,Regular,Sur,A,7,494852
26749,48.14,,2,1,1953,-7.20,43.06,29.48,Apartamento,Media,Verde,12.92,16.42,0.42,Bo,Sur,A,0,83023
835,57.00,,6,1,1944,-7.99,42.53,26.16,Apartamento,Alta,Vermello,17.26,0.05,0.34,Bo,Este,G,0,120188
9064,253.21,174.85,1,3,2007,-8.99,42.22,21.95,Chalet adosado,Media,Amarelo,76.19,11.43,0.24,Bo,Norte,C,15,430188
9456,269.85,1572.18,4,2,1947,-6.80,42.78,8.86,Casa,Alta,Amarelo,36.70,11.11,0.74,Regular,Norte,D,11,466621
9811,,0.00,3,1,1979,-8.16,42.40,23.22,Apartamento,Media,Amarelo,18.98,17.81,0.33,Bo,Norte,C,0,60926
12538,91.92,10.66,2,3,1998,-8.71,43.45,10.34,Apartamento,Media,Negro,2.29,23.55,0.15,Bo,Oeste,C,0,128378
13290,30.00,4.87,4,2,1971,-8.59,42.35,27.34,Apartamento,Media,Negro,14.90,5.23,0.44,Bo,Oeste,D,0,50000
13164,304.33,,4,3,1989,-8.88,41.95,9.55,Chalet adosado,Baixa,Negro,77.98,6.74,0.24,Regular,Este,D,1,312694
1221,128.67,144.23,5,2,1984,-7.20,43.13,27.04,Chalet adosado,Media,Azul,70.07,7.40,0.24,Regular,Este,F,8,167578
12956,140.54,5.65,1,2,2015,-8.51,43.06,10.93,Apartamento,Alta,Azul,3.25,4.40,0.52,Bo,Oeste,A,0,170104
9958,,189.85,2,2,1979,-8.28,43.20,12.96,Chalet adosado,Media,Verde,67.59,21.77,0.15,Regular,Norte,E,6,178978
17415,243.46,198.57,4,1,1940,-9.06,43.29,19.50,Casa,Media,Negro,40.89,4.04,0.32,Regular,Norte,C,10,331089
11376,167.99,748.95,1,3,1941,-6.99,43.57,21.16,Casa,Media,Vermello,66.36,16.84,0.67,Regular,Norte,F,0,232106
28327,135.45,0.00,2,3,2007,-9.01,43.73,22.24,Apartamento,Media,Vermello,3.59,6.56,0.14,Bo,Este,A,0,213941
18386,79.51,0.00,6,3,1941,-8.83,43.77,21.65,Apartamento,Alta,Amarelo,7.24,13.43,0.40,Bo,Sur,D,0,89907
5610,59.19,23.97,6,3,1984,-7.20,42.64,28.50,Apartamento,Alta,Branco,3.41,10.57,,Bo,Sur,A,0,143563
11908,290.30,2706.77,3,2,1974,-7.15,43.09,21.07,Casa,Alta,Amarelo,14.88,19.75,0.82,Regular,Norte,G,11,535197
4582,118.08,,2,2,1991,-7.77,43.31,13.41,Apartamento,Media,Negro,1.01,9.50,0.54,Regular,Sur,A,0,77427
25155,248.60,978.70,1,1,1962,-6.74,42.19,11.23,Casa,Media,Vermello,48.83,24.98,0.33,Bo,Norte,C,7,355892
10293,248.19,498.92,2,1,1992,-7.09,43.16,14.81,Casa,Baixa,Negro,18.29,6.71,0.23,Bo,Sur,E,3,286051
9678,258.90,17.24,6,1,1958,-6.87,42.30,25.38,Chalet adosado,Media,Azul,7.37,4.39,0.45,Regular,Sur,F,3,285853
2524,97.68,7.51,5,1,1991,-8.64,43.26,22.95,Apartamento,Baixa,Negro,12.81,14.79,0.53,Regular,Oeste,C,0,137489
14183,155.95,5.01,1,1,1997,-7.17,42.96,26.17,Apartamento,Media,Vermello,15.28,,0.15,Bo,Sur,E,0,151722
28121,126.22,0.00,2,2,2019,-8.47,42.72,12.73,Apartamento,Media,Vermello,18.40,5.65,0.30,Bo,Norte,D,0,150965
19463,95.04,31.94,5,3,1983,-7.64,43.57,7.86,Chalet adosado,Alta,Negro,,10.92,0.42,Regular,Sur,E,13,153929
7461,275.69,763.78,4,1,1994,-7.84,43.44,26.02,Casa,Media,Amarelo,7.43,8.19,0.70,Bo,Sur,D,14,422621
4783,30.00,64.35,2,3,1948,-8.99,42.38,5.52,Apartamento,Media,Azul,9.40,13.27,0.17,Regular,Sur,C,0,101604
27699,297.38,104.72,4,3,1980,-7.47,42.05,6.94,Chalet adosado,Media,Branco,82.66,8.09,,Bo,Sur,B,9,318777
4382,196.06,677.24,3,2,1976,-7.46,42.37,7.56,Casa,Alta,Negro,54.90,22.73,0.58,Regular,Sur,A,0,293349
20683,59.57,0.00,2,1,2019,-7.89,43.50,16.40,Apartamento,Baixa,Verde,8.80,5.78,0.20,Bo,Este,C,0,84641
22218,264.74,2436.86,2,1,2023,-7.89,43.71,18.68,Casa,Alta,Vermello,60.85,13.63,0.66,Bo,Oeste,B,3,824077
14436,151.67,52.78,2,2,1996,-7.76,42.50,25.73,Chalet adosado,Baixa,Negro,36.22,15.49,0.57,Bo,Norte,E,8,135017
7643,104.79,2504.45,4,2,1987,-6.96,42.38,25.01,Casa,Baixa,Vermello,0.73,4.15,0.47,Regular,Este,E,18,289390
6453,115.84,0.00,4,1,1956,-6.76,42.29,9.65,Apartamento,Media,Amarelo,16.48,0.51,0.14,Regular,Este,F,0,101149
23951,100.34,2567.01,2,2,1946,-8.65,42.94,18.01,Casa,Media,Amarelo,19.81,10.31,0.52,Regular,Oeste,A,16,313793
18550,126.62,7.60,2,1,1983,-6.93,42.41,14.09,Apartamento,Media,Vermello,0.10,1.05,-0.00,Bo,Oeste,A,0,80503
8810,233.36,58.56,2,2,2020,-6.87,43.77,29.13,Chalet adosado,Media,Azul,59.47,22.14,0.22,Bo,Este,A,13,400934
29707,65.87,0.00,1,3,1976,-7.23,43.04,11.81,Apartamento,Baixa,Verde,11.05,23.65,0.40,Bo,Sur,A,0,50000
20188,75.12,,1,3,2022,-7.10,43.64,22.25,Apartamento,Media,Branco,13.82,13.32,0.60,Bo,Este,E,0,80887
20664,53.81,0.00,6,1,1960,-6.82,42.26,15.48,Apartamento,Baixa,Branco,20.47,20.50,0.26,Malo,Sur,D,0,50000
27055,262.15,1526.29,5,2,2007,-6.84,43.78,26.56,Casa,Alta,Vermello,48.76,9.58,0.39,Regular,Oeste,C,17,586950
22609,263.25,42.74,1,3,1953,-6.90,42.54,26.13,Chalet adosado,Alta,Amarelo,18.95,12.10,0.72,Regular,Oeste,C,12,240940
10619,30.00,0.00,3,1,1970,-9.07,43.42,15.10,Apartamento,Media,Amarelo,9.38,15.25,-0.01,Bo,Este,F,0,106435
26426,61.77,,5,2,1945,-6.91,42.82,17.43,Apartamento,Baixa,Verde,5.82,22.23,0.44,Bo,Este,C,0,70320
14941,300.08,151.12,4,3,1987,-7.72,42.78,8.28,Chalet adosado,Baixa,Vermello,48.52,13.38,0.57,Bo,Sur,E,10,276411
12963,151.22,,2,3,1988,-8.69,42.70,18.82,Chalet adosado,Media,Amarelo,,11.24,0.64,Regular,Este,D,2,160479
7638,111.62,0.00,3,1,2017,-8.62,42.27,6.46,Apartamento,Media,Vermello,20.12,10.38,0.39,Regular,Sur,G,0,94594
16034,232.35,1630.57,2,1,1947,-8.39,43.75,19.42,Casa,Alta,Branco,63.95,3.86,0.63,Bo,Norte,A,6,575098
10197,30.00,0.00,2,1,1991,-7.25,42.09,26.89,Apartamento,Baixa,Amarelo,10.72,8.40,0.09,Malo,Este,E,0,50000
6855,75.18,27.07,3,3,1957,-7.94,42.37,16.80,Apartamento,Alta,Branco,13.48,3.44,0.32,Bo,Sur,B,0,127256
10620,88.48,0.00,1,2,1951,-8.27,42.93,15.22,Apartamento,Media,Azul,8.47,,0.01,Bo,Sur,G,0,50000
11240,62.52,0.00,6,2,2022,-8.79,42.30,6.08,Apartamento,Media,Negro,11.41,8.02,0.37,Bo,Sur,A,0,115297
1387,132.42,2801.74,3,2,1985,-8.67,42.89,14.76,Casa,Alta,Negro,53.35,22.51,,Regular,Norte,E,0,661647
26504,239.05,129.02,5,2,1942,-9.16,43.79,12.98,Apartamento,Alta,Branco,,0.05,0.46,Bo,Oeste,C,8,351688
556,70.42,0.00,2,2,1995,-8.10,42.63,27.36,Apartamento,Alta,Amarelo,10.95,9.76,0.15,Bo,Norte,G,0,65767
18706,119.05,310.81,6,1,2019,-7.16,43.07,18.56,Casa,Media,Negro,32.80,7.74,0.39,Regular,Sur,D,3,186929
16705,88.92,0.00,6,1,2010,-8.39,41.93,12.00,Apartamento,Alta,Negro,22.02,12.62,0.48,Bo,Este,F,0,151366
3096,83.73,19.21,4,3,1989,-7.57,42.53,12.31,Apartamento,Alta,Branco,14.96,10.58,0.27,Malo,Sur,A,0,129685
3286,108.22,2877.11,2,3,1969,-8.40,42.67,12.90,Casa,Media,Branco,38.87,,0.01,Bo,Sur,E,15,478765
9931,105.06,,2,3,1999,-8.79,42.87,20.07,Casa,Media,Branco,19.26,0.05,0.03,Malo,Sur,A,14,254657
9167,113.02,1142.34,4,3,1996,-7.65,41.94,16.12,Casa,Alta,Azul,26.84,8.96,,Regular,Sur,C,16,322190
17455,273.94,298.16,2,3,2020,-9.26,42.20,22.85,Casa,Media,Negro,71.21,13.59,0.55,Malo,Sur,G,6,345893
7848,191.04,2339.19,4,3,1975,-7.46,42.08,20.20,Casa,Alta,Vermello,47.32,18.14,0.55,Regular,Oeste,D,15,497399
1314,112.72,0.00,2,1,1941,-7.51,42.12,23.42,Apartamento,Baixa,Amarelo,7.14,5.89,0.46,Regular,Este,B,0,77852
21395,40.47,20.34,1,1,2023,-8.38,41.80,17.73,Apartamento,Baixa,Verde,14.98,4.93,0.08,Bo,Este,C,0,50000
11096,250.44,1269.77,6,1,1986,-9.10,42.90,24.38,Casa,Alta,Negro,65.62,6.10,0.33,Bo,Oeste,A,10,623933
7451,188.54,200.60,2,3,1952,-8.51,42.03,5.52,Casa,Media,Branco,43.22,0.71,0.29,Bo,Sur,E,0,174190
26061,233.44,558.29,2,2,1993,-8.30,43.12,10.13,Casa,Alta,Negro,17.16,4.72,0.84,Malo,Oeste,B,9,430420
14707,205.79,2926.94,1,2,2005,-7.32,43.60,29.79,Casa,Baixa,Vermello,2.98,,0.13,Bo,Oeste,C,11,644383
11246,246.91,60.20,4,1,1961,-7.88,42.36,6.47,Chalet adosado,Baixa,Amarelo,43.50,7.95,0.75,Bo,Sur,C,8,183392
9632,224.68,1292.27,5,2,1970,-8.99,43.59,5.54,Casa,Alta,Azul,6.96,8.93,0.15,Regular,Sur,D,7,543251
5073,,2193.07,5,3,2010,-9.19,43.05,9.28,Casa,Alta,Negro,73.70,,0.21,Bo,Norte,G,9,608525
21686,278.90,2089.97,3,2,1947,-8.19,43.54,9.20,Casa,Alta,Azul,,18.96,0.21,Regular,Oeste,C,7,679960
5276,50.74,14.05,4,3,1999,-7.23,43.65,22.09,Apartamento,Media,Azul,5.18,7.03,0.44,Bo,Norte,A,0,113131
18654,101.79,909.50,6,1,1947,-7.56,43.25,15.01,Casa,Media,Negro,33.60,18.67,0.38,Bo,Norte,D,3,207384
22153,181.33,136.84,4,1,2006,-7.41,43.56,21.64,Chalet adosado,Alta,Azul,1.68,6.42,0.20,Bo,Oeste,F,17,260329
21423,30.00,20.96,2,3,2013,-8.04,42.88,25.46,Apartamento,Alta,Azul,5.92,9.79,-0.00,Bo,Norte,F,0,90825
29247,76.15,702.42,3,1,2023,-9.20,43.09,12.23,Casa,Alta,Azul,74.46,0.05,0.73,Regular,Sur,E,7,249266
25156,30.00,10.69,1,1,1951,-6.70,42.70,9.18,Apartamento,Baixa,Negro,0.68,2.22,0.27,Regular,Norte,B,0,50000
27200,220.07,99.18,4,2,2009,-8.60,42.28,12.63,Chalet adosado,Alta,Branco,,0.16,0.04,Bo,Sur,E,17,332194
1858,178.53,851.92,3,3,1942,-8.11,42.49,21.23,Casa,Media,Azul,78.65,14.22,0.56,Bo,Norte,E,7,322594
29865,134.40,130.87,3,1,2001,-8.22,42.40,11.39,Chalet adosado,Alta,Negro,60.13,5.08,0.49,Malo,Este,D,18,176669
29233,156.59,0.00,6,2,2018,-7.64,42.12,13.51,Apartamento,Alta,Verde,9.27,,0.26,Regular,Sur,E,0,149927
10307,,0.00,6,3,1977,-8.05,42.37,14.47,Apartamento,Media,Branco,24.02,0.05,0.35,Bo,Este,G,0,164632
2766,30.00,0.00,2,1,1945,-8.21,43.09,18.69,Apartamento,Alta,Azul,1.37,10.85,0.40,Regular,Este,F,0,50000
1542,78.77,0.00,2,1,2007,-6.78,43.03,21.23,Apartamento,Alta,Azul,11.60,19.59,0.34,Bo,Norte,B,0,59339
7263,31.58,0.00,6,3,1991,-9.28,42.73,13.40,Apartamento,Alta,Verde,26.18,6.46,0.33,Bo,Sur,D,0,121176
19185,132.70,386.56,5,1,2001,-7.32,41.96,25.70,Casa,Alta,Branco,35.13,7.06,0.84,Bo,Este,D,18,173653
8435,216.23,1591.45,3,1,2006,-7.17,43.57,20.19,Casa,Baixa,Vermello,39.56,12.67,0.58,Bo,Sur,G,18,289005
26013,173.70,1508.24,5,2,2023,-8.08,43.04,19.69,Casa,Media,Verde,35.98,0.05,0.56,Malo,Sur,F,1,432113
22215,30.00,0.00,2,3,1999,-8.64,42.43,9.15,Apartamento,Alta,Vermello,17.07,,0.08,Bo,Este,F,0,65055
9476,279.84,1537.39,6,3,2003,-8.08,43.46,19.77,Casa,Baixa,Verde,24.18,15.80,0.77,Regular,Norte,F,19,350764
23823,288.45,89.22,2,3,2001,-7.60,42.72,8.07,Chalet adosado,Baixa,Amarelo,67.59,0.05,0.43,Regular,Sur,E,17,271859
22658,122.67,79.54,5,1,1952,-8.23,42.40,23.76,Chalet adosado,Baixa,Amarelo,71.23,16.91,0.31,Bo,Norte,G,4,87791
8564,123.00,0.00,4,1,1946,-9.11,42.15,6.43,Apartamento,Alta,Verde,13.93,19.34,0.38,Bo,Este,D,0,163433
